"account_id","amount"
"97e9214a42e7945296ed662c00361ef921e92b2ebfd0f932b1a6c05c2ed6970b","20968127219897613498608492"
"fckmyluck.near","3086940037546304270740163729"
"cdd4ce0561e14c8ff2b86ea0b58b825230e49328b0a6175d798efd14158614d3","217188089324084471174037637"
"tjirvi83.near","80125159062163783658162377"
"erwinfranken.near","2075022468430742220690367405"
"phatprotk9.near","50364373712215159456680458"
"totsuhiro.near","725928018229996368243703"
"murali.near","1681865428661269388241965"
"davi.near","102985101450805461532451411"
"anhduc1211.near","120419768823000978643471222"
"76f717e292226d549655dba10b2f78ae6eb80142b59f1a70975028a8943a1bd9","4305320611816919447583090"
"060ed7f9149c2dab7d9b8cc7e774e0f4a411590fd3a23d41f7ae2b099888e709","2943278809445368582257560"
"moyyewhon.near","112349037242588830077236302"
"szegy87.near","848603059831880638875761"
"lxh301416.near","1019902683922445265810984115"
"tichathegreat.near","2402473591951615700741427064"
"donate.near","435136268083389097040725294"
"smallbird.near","50898722857232744085482204"
"badmotherfucker.near","1194419714934609266741426210"
"mishka.near","491356028417548437389023404"
"sancho.near","2005966686597717433853296878"
"stas.near","19081917773896650166509849"
"ccb593f13a9ee3eaba2b063265c5960406e1de3758d9d9d9eb87701e5c9dd8ed","34976744702413712868123"
"igorbobritckii.near","2707788952341207894221641321"
"fsv.near","1564008794684216182872503512"
"toannguyen2182.near","119551640314063135314115865"
"slattz83.near","81344984554757033260803973"
"bmw888.near","15381192278077084643168700"
"handle.near","0"
"c1d1f49c3c58a5c4ac483d4e82530fd0d83d7f4c141a33bdecb7a346c6b7c70c","24843275021645722238305490063"
"hoaivan8587.near","347119406822614805309627155"
"anhnt0708.near","6749102476909410528015552"
"gew-34.near","10584688940237374496217216"
"5ed16cb7d08017fe08ec266188cd8cba3352aaff21fd631be08ab6fc67ac851e","641088027344045210258673"
"johan.near","52534283717388613009529214"
"orangegoose.near","18510477399141134802093799"
"shookie.near","3173696218357312895795087"
"f6a08f4ccbbf11be8bfc947aec9ab36582535bb8bc8ce749ecd15708e22c04cc","52646824895022290637619671953"
"turkiye.near","0"
"ural.near","1031127105450119407422092762"
"someoneis.near","10577090469506084073309455"
"cimi.near","8994824182875316110494397850"
"utopik.near","282716803358867692953258901"
"826d6a6ea3df1ae138b7391a9c414505644831e2e6e3de55455cefb8eb5c2df7","231597163370130752139221256"
"asdkasld.near","1057162812016032838814"
"hehe.near","0"
"markp.near","39377810058308356308170992"
"ruviy.near","2543567172531775917790222"
"akashkul.near","1115650940839307588127114"
"hannu.near","81685865233087416341476220"
"s1oth1337.near","0"
"yuriy.near","4163027718089055226476616"
"superpups.near","2339023147252465391801432637"
"cbe7e1f7d3c25ab979b1452e7ef86c1bb880fb6a2fb02a465dce76ce5e1f4303","2274"
"shaurya11.near","2177326115466427102404744"
"dimitri.near","75248182523763286326477633"
"nearcurrency.near","159637635236809801482445565"
"fauji25.near","250006089176864180914100311"
"satoshi_nakamoto1.near","31216233566657837275008904"
"monkeyd.near","390552063314857697645134291"
"hautv97.near","2628139543747688790996318"
"sittipong.near","4146257138516223142783660"
"66fca744db72103a8c2ee08edf2b5f82672bf0dd28697b3e9937106e2c6b1ef0","4162954669314225544276039288"
"d70ae33901f7fb9c2dfae77ba023593601d977a82d32a0b1f0887606ab8d0a48","71565143348427649589331269"
"ngo.near","316576202471870025510870275"
"dion.near","52745480413343556545724722"
"ledgerj.near","261550841288575517929317200"
"leafglobal.near","11461863443162347676128596788"
"masterjav.near","512627223439959269863028"
"bichenkk.near","22861334281181039425869938955"
"kmadziya.near","104753981333461888737172"
"dfi.near","5991370496858821306905241613"
"tiffany.near","0"
"flostik.near","4414501129625731780764261"
"df1b924b9b507b440babc92ad15c94ce5118b7add886d6600d6bbb0adc56528d","588125851803876974895161307"
"bhh.near","1006341230037414077211245"
"maxim.near","2298404638887014636565150008"
"bourignon.near","494079446035935262756999"
"jioi.near","129349085762636553833421"
"nesh34.near","549022924664211774714407754"
"985a084cc170a51d757828ee3d55f08f5618433b30d95a644e99f243372e6c7f","0"
"ilan_katin.near","31616727021652059274887207"
"b59f99424b24835b09f252d1dfd813aa1a3fd834b54687891806705dac43742a","6357798125603367204470080"
"muradyan.near","1967483902035679611162470"
"kishan748.near","3080314851180973091053852872"
"ustad_gaj.near","35142787897334972576910361"
"jtotdeb.near","1643966609958553457262264"
"vantygaming.near","120460659757261080821860715"
"erikisi.near","0"
"alpay79.near","204531091615558690796784268"
"louisliu.near","29024119559216747025082744796"
"artiqvault.near","151703377614756195044742995"
"insert.near","1174476598059519388523647"
"trantu.near","0"
"08f217d9efd6311d671cb62147d51abe634937b6c2db20312934b87db503d0a1","637016473724540712398402515"
"johnhoffmann.near","0"
"example_satoshi.near","252689956478908329219138577"
"vincent.near","33896231243220965588102361768"
"aba.near","9474354425832212443530250"
"galbotrix.near","14403227836573343934190761"
"00e3693534260032c0b8b9e921a07bfa9298d5099b27155ad856e6afa5694c7b","15595724862796823770095872334"
"cuongboss.near","51128167517960253137799333412"
"kevinnguyen.near","1766061077504848803621998556"
"dolape.near","37826557361856381596006043"
"btb.near","1050335590894444574560762"
"cryptodoctor.near","24203218457924093110294809"
"camzilla1050.near","0"
"robby.near","94811120880767405542483132"
"8c66afb3d450ae69a512401faa40bd2c25c23b8f003fc8a9a005fb8302a33432","209206832630100448905420081"
"scratchpowered.near","0"
"17c5dacdbd1737d32a806b78e9624abcdbff7976357a73405a80c3cd6e43a8ac","1517578702244154622138"
"vlaho.near","45995111480603038613049342"
"1ffef1fe5b563c15a7319da0dc505c1f5cda18f2a5a9b93df075f0462c775988","27204889927834931136065225631"
"f0543ffcc3df16d619ac4c0daaff98fd5c69ade2032a6be3c6a3b106f5a91da9","101905078244656141798535578569"
"c115c8232b418a7fdd7828a1bd3d6cb062eec997a4e8af96ab0ebc813e300ab4","101902139578567049425646269427"
"b020eddd48615bad66a2f45674cd25300523041b79b635f82c2a5defcda378ac","7548287458996914484866902732"
"white_dragon.near","423162689496354014379843761"
"martinez.near","52278879119272224325596881"
"fritoslays.near","10229315794166843322176556065"
"stacey.near","10468690739871459859683482"
"7b743881d67454b7d011ddaecfef5f68608badc2101ec2bcc3f5de1fa1d8b788","1017036115209874643398994080"
"elderorb.near","52541906509629039285092681"
"cryptochelsea.near","75941420099147305259433981"
"paulp6000.near","2203413899889529673181229"
"shutdown.near","1021804695484793804241190709"
"70072b2848c5dea1fb6ff6c75a2641f9dc091408dd9aa086cf00eb9254173537","30261208391971538333043477"
"ddone.near","853098520105562714341108"
"22e3be613903be32e683fce17acb61950cf8ae06de2d2da6862345ac46257614","2044503723960654902438011"
"rimednid.near","2166167483589150715375583099"
"mhmtozback.near","1601709094961314927102563263"
"08d9a90ffd033fdf966c0a04c1feb70627d1a5e7e9328b13ee6a90c322e58bd8","0"
"3b5f26febe703e39bae24e528b08967d182824bfbae512687b7ceb805303d3f3","2943278809445368582257560"
"7675f8d3d376a87c6294645b6e8dcfe2a40ead9bdf843c7884be3ddbb7f7c2bb","2943278809445368582257560"
"d6de841be7d2627612133b3fe6c591daa16d0f05b916f64947ef60e5b00a0e53","2943278809445368582257560"
"yams.near","1046367292537886034243"
"krendelyok.near","56354523515731475498855"
"derek.near","110306308596143476026755877"
"cc843929bf960486e195f1594bc88bd234ff3972041980634310aac55f00ec9c","2889972413082008689260447"
"881381774588d160bf2a3fe9f72bacc67d37c491e449bbf8e1ccd9e2537ac315","364632715214602886508202638"
"dmk.near","29428146599655453188652705"
"7202335a3102b1c60dac8dc236b23b5acf6fd4f58a03d20d71df78ab6167a664","998296223682951746416760959"
"fe0c0b3d19aa98ffd1f282cc5767a994a52afaa893f257e235d7a047d8e98897","998296223682951746416760959"
"a095090c976e8391cb385d17bcf32fb47c8d6b4ecfead075dc98ebfee34fad07","998296223682951746416760959"
"radik.near","91634690133795414220575377"
"yil.near","21013337086883569244533347"
"ruchitha.near","1400300551880924411315621161"
"alsdjlasdkas.near","10505045357927674641558"
"5344a3e2db51b6a9420bd08f277188f5184c9f65b7c3a729c56a9273d8190a1b","53098264617605729679631185"
"0894c7cf8c6b65e4d1b831651c9b4a5eb806881075013aa810f6321dec84e613","12964355192924453132437127237"
"24053a864496e4242479938794877d1599248b2708a48fa59600261ba9526438","1001208217238233134909972393579"
"evstifei.near","10071339019447035657910305"
"andrewb.near","301667509709119483545479066"
"716f7cb22f122482dbad07659f5f4dacc4750dbea079df688f3b8097e8f37efa","10463805772882774417992223432"
"makingstuffs.near","128593948556287810036042665"
"obyno1010.near","0"
"black_lotus.near","0"
"enterthomek.near","1050047404221850412184958"
"shadow_railgun.near","1023986632271578504234494"
"rchuqiao.near","5249400309000076642305853202"
"a94861ead9e0e55f8da69bcf791dbd41a821af26819ea61cb68dd404b076bb88","1010210274356821826756260773"
"harastvo.near","746796004782693847553613"
"thompsonshi.near","0"
"andylruiz.near","2093738147974291971936696"
"angelobozzo.near","92704620287381126537821706"
"yernad.near","18707939151435119576689689"
"ovidyou.near","104458058176524794800196951"
"txirrisklas.near","82819054410713202401059998598"
"e85c0d919802143d5f1d9d284c550e9e1f4bc1cf0c32d8e5ed34cbab4c37773b","646354084547591393955745019"
"maratxo.near","4001341742301115501929710"
"nstthang94.near","281316090153360441642468686"
"spoonmeon.near","209905591860504497841582367"
"lyti.near","10521685814135850888899786"
"mega2021.near","0"
"chenshanyu.near","728997097101472692510609"
"carlos.near","1962557959298509044341813"
"kenikh.near","309852145725705506618574857"
"sessileserrated.near","33478763144499879204826162"
"gabriele.near","851208784256624850548054"
"lapb.near","142192973617711635431044672"
"jhuebner1.near","0"
"ljl2425.near","409812888340008754446436065"
"39c80de8be2ee2922f0dc06ed76cd7f9b09d0e414b41819d1ec8066cb640a860","1033312927014110434485703397"
"nguyenkimquang.near","204215991074474175229973558"
"v2n.near","356330273493605373369801737"
"dothixinh.near","45621385761285560361687176"
"ca_rot.near","504632559234773780612831"
"tuyennh.near","760105778084233570379337324"
"sonntnm.near","33207942450943502159664258"
"brian_armstrong.near","664120295952508819579340"
"joseba4054.near","13830946407676451214809968148"
"d1c06441d83dff8dc57d2dd634f8adbef29d053f44424dacf67883209973c350","51096813474794661957474"
"50bfc2de9a3136aeb6352ab8a7321cb730962a607de68edcc6beae989106ae73","3352"
"ade7bb5cd55aa1eaf722c0c88d226e8e235df9590a3413c66c9f182395bfb895","75300886530391720399523027"
"noto.near","2028766723420363104130190244"
"beem.near","3060492509276671835384081274"
"leofox168.near","308113200660524079870709839"
"hungvo1803.near","94360960478905244519494168"
"tronglam1290.near","9474104936672744134885170302"
"50152119a3c8de09075cf17f13fa955666632a56ed3cd328697954864b782f94","4820645280614180385532"
"dpc.near","276904690067170432444440765"
"32f92afd5a9f8fa6672bffc83058d098f1e33b315c13b32145d7c5441e8648fb","212522257881622537919951195"
"mcehector.near","656872676159844921683509"
"lethanhdtw.near","2654879901624198872143734"
"guso.near","208849164468335809869305169"
"ericklind.near","25583839768410141552302206"
"taptradecoin.near","1615517573176502717498032718"
"0670f76f986cd2115d10afb00acdff9f63158dc925fdccd1d7713af1327a3fef","728289792007096866723519683"
"dohieutq.near","2849673059090374241585841503"
"53edb33da9d411bf6f0dbfc82abc166498c4a9ba8a409ece739edfb0c9a5596a","130704646235343271844461165"
"mojje.near","20454417664758366239277135106"
"plus3crypto.near","102146608733361826514603078"
"marior.near","30353668289157860912747764"
"evo98.near","106461716858829564801100705"
"ochostar.near","16353491646702799129721290"
"binhduongthai.near","0"
"vuongthanhnam.near","20979849050362239210379151"
"eed51cfef9ec637031648be0137cb452e833dde169222644c7a208ad847b169c","20438725389917864782989"
"3065e0f9410b6d4c18833c24f4253a1ae71ee7df07e3c0e7628c4ce6ccea6f06","30658088084876797174485"
"martinfinal.near","4400453291124100440758596411"
"falco.near","1818219388162450018850308966"
"phamhuy199.near","121087649970655527979286407"
"2ca9a29ac1b026716f50a2577687baaed247ede1a6841c4c0100363967d09997","1000528962129125102463462629"
"godwitt28.near","1058736689725742473847633513"
"bgg.near","203242392574139237662896114"
"ecaec262b153d67f04a533b374ad7866e615eeb1c0ead3daddee6e1a363d05ce","61128553625112606874137862"
"gps.near","1205839904424152740328520491"
"normanmrnn.near","51049692329989959988534170766"
"davidinh.near","7206057658821033756229264"
"thricker.near","102037082305119162729504"
"luckyboy1986.near","472067631302001525738830879"
"razar23rus.near","166640054561508224590254275"
"duongthequang.near","30597080517673357974329523"
"23c0c7db41511ab40fc42a58830b1e1873eedc287d00e2b1747e7f8766c5b7c8","57105831350432664407012664"
"sc88.near","83783813078710593999553017"
"5cdc063902d0b2aa7249e15255c89ae43af76b70ba51805a863123d564ce6f30","10032423327173985191296804"
"suryaansh.near","0"
"b8096da78bf3835228186e399ff00e0426a620b475bde0cd1f3f009c0638fb97","1003142008484126779277766"
"smfamily3.near","81074116473146850778342097"
"rejinderi.near","1019264331122798964065869754"
"namtvh10.near","10306992133311942076370670"
"namtvh11.near","10807749396740494842291783"
"namtvh12.near","10916615231051095857963768"
"namtvh13.near","10910041735511512923241257"
"namtvh14.near","10916884762756892687852672"
"ledat009.near","9132242835937591060299800"
"namtvh15.near","10915750506720536605859540"
"namtvh16.near","10916821866067425858984350"
"namtvh17.near","10407756358941963018941552"
"namtvh18.near","10407756105302698655857328"
"namtvh19.near","10390236137013920957550386"
"namtvh20.near","11145748522791698832728186"
"namtvh21.near","11305836639378841475401941"
"namtvh22.near","11252632706915363504100026"
"namtvh1.near","12734165103776318059375295"
"stone_heart.near","35728891497745751739894186"
"dattran251097.near","626322181391926130924201292"
"nero_x5.near","140896239364888316648674191"
"namtrung.near","1142416170124527270861624999"
"tranthehien.near","1098100207698142871872649355"
"paulwu.near","203405855620404829117690023"
"andrewqa.near","91794845146260447129979401"
"tuanvy.near","1332497124003291620380454"
"bdf7bcb63a1ff803224840994eefa6a1c22c6157c0ff5520bf6d4e60a085e57e","1038"
"armandok.near","10164095848292577734990772"
"ritvikj.near","4719152794555821165147456"
"fionawiv.near","1015791392033823617391275985"
"phuong162.near","12189496704405883408695311"
"lcj1988.near","73133353599425725216239449"
"2muchmud.near","241974524266031926438953256"
"8e75f2dc6a7e430fafc0e550a0367202ad055782ab9e47e6c5f33f7646da2050","50766022204198465128814296"
"thuyennguyen.near","1231511239422207333637678937"
"firo.near","507580873736917471052625136"
"minhkhang01.near","101198751977466678845802433"
"phuong1982.near","9828159105274004896167306"
"abb3be07f35196c99dc02a5a087255b0b94c6272dea39efa746aa9b5e5ee3d0a","1644884263088078794914814633"
"06ff6105a45dbcb7e2d1d26acc03ebd5abf8bf23e22076c94d23e6383139ab10","84756041225803779949798982"
